Subject,SampEn,dataset,metric
niftiDATA_Subject006_Condition000,0.629007781359423,anestesia_block4,dFC
niftiDATA_Subject007_Condition000,0.686643092590769,anestesia_block4,dFC
niftiDATA_Subject008_Condition000,0.745560923243985,anestesia_block4,dFC
niftiDATA_Subject009_Condition000,0.680166469087224,anestesia_block4,dFC
niftiDATA_Subject010_Condition000,0.647845020712843,anestesia_block4,dFC
niftiDATA_Subject011_Condition000,0.701745685815177,anestesia_block4,dFC
niftiDATA_Subject012_Condition000,0.57309913827271,anestesia_block4,dFC
niftiDATA_Subject013_Condition000,0.606886836275538,anestesia_block4,dFC
niftiDATA_Subject014_Condition000,0.648339685354006,anestesia_block4,dFC
niftiDATA_Subject015_Condition000,0.649184057138829,anestesia_block4,dFC
niftiDATA_Subject016_Condition000,0.574017084178362,anestesia_block4,dFC
niftiDATA_Subject017_Condition000,0.439249924291746,anestesia_block4,dFC
2,0.566733255704287,dmt_dmt,dFC
3,0.815749502652278,dmt_dmt,dFC
6,0.628608659422374,dmt_dmt,dFC
7,0.569236385922405,dmt_dmt,dFC
10,0.550046336919272,dmt_dmt,dFC
11,0.611654146308762,dmt_dmt,dFC
12,0.573909599192568,dmt_dmt,dFC
13,0.426383006769845,dmt_dmt,dFC
15,0.552789822865023,dmt_dmt,dFC
17,0.555815910025648,dmt_dmt,dFC
18,0.7018808605287,dmt_dmt,dFC
19,0.457137118652485,dmt_dmt,dFC
23,0.386453128619592,dmt_dmt,dFC
25,0.616570680862895,dmt_dmt,dFC
2,0.51848849651156,dmt_plcb,dFC
3,0.514209721750231,dmt_plcb,dFC
6,0.619039208406224,dmt_plcb,dFC
7,0.677722710234314,dmt_plcb,dFC
10,0.652139156832568,dmt_plcb,dFC
11,0.244745625681237,dmt_plcb,dFC
12,0.65232518603969,dmt_plcb,dFC
13,0.54501698851427,dmt_plcb,dFC
15,0.486655262838178,dmt_plcb,dFC
17,0.542936098736767,dmt_plcb,dFC
18,0.663588378318401,dmt_plcb,dFC
19,0.520534437892952,dmt_plcb,dFC
23,0.719395406634882,dmt_plcb,dFC
25,0.390427230743624,dmt_plcb,dFC
1,0.546807066713365,lsd,dFC
2,0.616278295814069,lsd,dFC
3,0.6056883501339715,lsd,dFC
4,0.5676283140278751,lsd,dFC
6,0.6227582799873005,lsd,dFC
9,0.572174088527127,lsd,dFC
10,0.6158227091237485,lsd,dFC
11,0.5515988740418094,lsd,dFC
12,0.5576410897956889,lsd,dFC
13,0.625029895654862,lsd,dFC
15,0.6244581277560726,lsd,dFC
17,0.4266252724486524,lsd,dFC
18,0.6004041111344496,lsd,dFC
19,0.6003034779891749,lsd,dFC
20,0.508001020674413,lsd,dFC
1,0.615069332209485,lsd_plcb,dFC
2,0.6314615822413565,lsd_plcb,dFC
3,0.547574048619245,lsd_plcb,dFC
4,0.6070537160237135,lsd_plcb,dFC
6,0.577548785187801,lsd_plcb,dFC
9,0.5893572869059865,lsd_plcb,dFC
10,0.605173633105814,lsd_plcb,dFC
11,0.6457241524740851,lsd_plcb,dFC
12,0.6087750923795835,lsd_plcb,dFC
13,0.587667223582756,lsd_plcb,dFC
15,0.5372358702712234,lsd_plcb,dFC
17,0.5433344024278215,lsd_plcb,dFC
18,0.6819483891226601,lsd_plcb,dFC
19,0.5507087592162401,lsd_plcb,dFC
20,0.557540470117809,lsd_plcb,dFC
1,0.6231944682143405,modafinil,dFC
3,0.5810300731324525,modafinil,dFC
4,0.596551566044516,modafinil,dFC
5,0.6706222724073845,modafinil,dFC
6,0.6609046930360645,modafinil,dFC
8,0.6143382516646769,modafinil,dFC
9,0.6994793755008586,modafinil,dFC
12,0.492280172385018,modafinil,dFC
13,0.612909986876068,modafinil,dFC
17,0.6545112529351496,modafinil,dFC
18,0.5678446440869445,modafinil,dFC
20,0.6531882367398505,modafinil,dFC
21,0.4983955504943225,modafinil,dFC
2,0.5620958403630381,modafinil_placebo,dFC
7,0.61374353016871,modafinil_placebo,dFC
10,0.6071868539492375,modafinil_placebo,dFC
11,0.6922535252728974,modafinil_placebo,dFC
14,0.5597726811852175,modafinil_placebo,dFC
15,0.5350708755937705,modafinil_placebo,dFC
16,0.6404943884675325,modafinil_placebo,dFC
19,0.61643914493204,modafinil_placebo,dFC
22,0.6135252786833785,modafinil_placebo,dFC
23,0.6430921870987261,modafinil_placebo,dFC
24,0.602670071836919,modafinil_placebo,dFC
50004,0.857450231851222,ucla_schz,dFC
50005,0.594707107746693,ucla_schz,dFC
50006,0.684563436868554,ucla_schz,dFC
50007,0.570087087802718,ucla_schz,dFC
50008,0.749236647210989,ucla_schz,dFC
50010,0.755022584278033,ucla_schz,dFC
50013,0.539873309206222,ucla_schz,dFC
50014,0.619039208406224,ucla_schz,dFC
50015,0.696985956867111,ucla_schz,dFC
50016,0.668919885224621,ucla_schz,dFC
50020,0.564936521741303,ucla_schz,dFC
50021,0.581625906127538,ucla_schz,dFC
50022,0.592265955706165,ucla_schz,dFC
50023,0.650129795476254,ucla_schz,dFC
50025,0.778087857209029,ucla_schz,dFC
50027,0.572519192771331,ucla_schz,dFC
50029,0.585860809708905,ucla_schz,dFC
50032,0.530848539641098,ucla_schz,dFC
50033,0.702967226740921,ucla_schz,dFC
50034,0.724895878874526,ucla_schz,dFC
50035,0.693147180559945,ucla_schz,dFC
50036,0.594853832125211,ucla_schz,dFC
50038,0.473085295783144,ucla_schz,dFC
50043,0.782274960455953,ucla_schz,dFC
50047,0.508204390286116,ucla_schz,dFC
50048,0.721431894398527,ucla_schz,dFC
50049,0.646627164925052,ucla_schz,dFC
50050,0.609846382966851,ucla_schz,dFC
50051,0.790065077752367,ucla_schz,dFC
50052,0.748717031714756,ucla_schz,dFC
50053,0.610596777510941,ucla_schz,dFC
50054,0.673344553263766,ucla_schz,dFC
50055,0.539385833032719,ucla_schz,dFC
50056,0.588368229326768,ucla_schz,dFC
50058,0.67417127910094,ucla_schz,dFC
50059,0.581507209417276,ucla_schz,dFC
50060,0.560261991512029,ucla_schz,dFC
50061,0.711100984176541,ucla_schz,dFC
50064,0.669376961226033,ucla_schz,dFC
50066,0.606135803570316,ucla_schz,dFC
50067,0.63095097269004,ucla_schz,dFC
50069,0.770249574442086,ucla_schz,dFC
50073,0.657943545366966,ucla_schz,dFC
50075,0.610909082322973,ucla_schz,dFC
50076,0.638614301539695,ucla_schz,dFC
50077,0.640154650419435,ucla_schz,dFC
50080,0.678548381138793,ucla_schz,dFC
50081,0.587786664902119,ucla_schz,dFC
50083,0.699046902687134,ucla_schz,dFC
50085,0.648846921663365,ucla_schz,dFC
10159,0.737930783186919,ucla_control,dFC
10171,0.720333320864102,ucla_control,dFC
10189,0.509521842616507,ucla_control,dFC
10206,0.730887508542792,ucla_control,dFC
10217,0.743699459722777,ucla_control,dFC
10225,0.559027725583868,ucla_control,dFC
10227,0.618299289763513,ucla_control,dFC
10228,0.442852640179785,ucla_control,dFC
10235,0.752236096929952,ucla_control,dFC
10249,0.603849042912248,ucla_control,dFC
10269,0.436836905085668,ucla_control,dFC
10271,0.511429670900032,ucla_control,dFC
10273,0.532910054676285,ucla_control,dFC
10274,0.654786312687499,ucla_control,dFC
10280,0.553767818052999,ucla_control,dFC
10290,0.673602584486975,ucla_control,dFC
10292,0.624344260635917,ucla_control,dFC
10304,0.568296977680469,ucla_control,dFC
10316,0.659473965453357,ucla_control,dFC
10321,0.662375521893192,ucla_control,dFC
10325,0.618026550091837,ucla_control,dFC
10329,0.743447919034744,ucla_control,dFC
10339,0.580737612964705,ucla_control,dFC
10340,0.428877548732908,ucla_control,dFC
10345,0.586501317681455,ucla_control,dFC
10347,0.693147180559945,ucla_control,dFC
10356,0.630969935608054,ucla_control,dFC
10361,0.628904911831592,ucla_control,dFC
10365,0.649442746325216,ucla_control,dFC
10376,0.321239649631102,ucla_control,dFC
10377,0.55206858230004,ucla_control,dFC
10388,0.668190448586078,ucla_control,dFC
10429,0.654864993988928,ucla_control,dFC
10438,0.568395475587469,ucla_control,dFC
10440,0.508766950882454,ucla_control,dFC
10448,0.412205624722007,ucla_control,dFC
10455,0.500405670462338,ucla_control,dFC
10460,0.645027932215747,ucla_control,dFC
10471,0.66425271456023,ucla_control,dFC
10478,0.586811530743913,ucla_control,dFC
10487,0.595291390556187,ucla_control,dFC
10492,0.639537729954564,ucla_control,dFC
10506,0.631903555319227,ucla_control,dFC
10517,0.663876798259832,ucla_control,dFC
10523,0.631866749341932,ucla_control,dFC
10524,0.56502608066367,ucla_control,dFC
10525,0.603702120208019,ucla_control,dFC
10527,0.68097664493969,ucla_control,dFC
10530,0.65888823073893,ucla_control,dFC
10785,0.64477359627573,ucla_control,dFC
Subject001,0.5394626172656171,anestesia_block1,dSW
Subject002,0.5043846017493656,anestesia_block1,dSW
Subject003,0.4780468200298691,anestesia_block1,dSW
Subject004,0.9076041682161684,anestesia_block1,dSW
Subject005,0.961729363746438,anestesia_block1,dSW
Subject006,0.5145741918345206,anestesia_block1,dSW
Subject007,0.8166147064304244,anestesia_block1,dSW
Subject008,0.687411347088043,anestesia_block1,dSW
Subject009,0.7737103584810988,anestesia_block1,dSW
Subject010,0.8145324192785243,anestesia_block1,dSW
Subject011,0.5188678987506672,anestesia_block1,dSW
Subject012,0.8270522439048846,anestesia_block1,dSW
Subject013,0.4588628189489244,anestesia_block1,dSW
Subject014,0.8452805319235402,anestesia_block1,dSW
Subject015,0.7573172836188551,anestesia_block1,dSW
Subject016,0.8724364046230179,anestesia_block1,dSW
Subject017,0.8297314795678863,anestesia_block1,dSW
Subject001,0.7735866560921488,anestesia_block2,dSW
Subject002,0.4609242840646426,anestesia_block2,dSW
Subject003,0.9143801737855536,anestesia_block2,dSW
Subject004,0.7324327138986775,anestesia_block2,dSW
Subject005,0.6598437697434805,anestesia_block2,dSW
Subject006,0.3578567750177507,anestesia_block2,dSW
Subject007,0.4407892209858807,anestesia_block2,dSW
Subject008,0.5666642094846368,anestesia_block2,dSW
Subject009,0.7036766878776866,anestesia_block2,dSW
Subject010,0.8381653551444067,anestesia_block2,dSW
Subject011,0.3664275844252321,anestesia_block2,dSW
Subject012,0.5761815237023374,anestesia_block2,dSW
Subject013,0.5075868408883423,anestesia_block2,dSW
Subject014,0.5905086287248082,anestesia_block2,dSW
Subject015,0.6105949257325636,anestesia_block2,dSW
Subject016,0.6800852199954478,anestesia_block2,dSW
Subject017,0.7629937104309243,anestesia_block2,dSW
Subject001,0.5753762915486724,anestesia_block3,dSW
Subject002,0.2592479423353029,anestesia_block3,dSW
Subject003,0.7437961157918818,anestesia_block3,dSW
Subject004,0.5382581721099633,anestesia_block3,dSW
Subject005,0.6958445464515777,anestesia_block3,dSW
Subject006,0.8953791404311,anestesia_block3,dSW
Subject007,0.7151336226745346,anestesia_block3,dSW
Subject008,0.4484773632253647,anestesia_block3,dSW
Subject009,0.585715944562299,anestesia_block3,dSW
Subject010,0.6424329646467639,anestesia_block3,dSW
Subject011,0.3130142440570242,anestesia_block3,dSW
Subject012,0.4515928173074809,anestesia_block3,dSW
Subject013,0.5610952345951727,anestesia_block3,dSW
Subject014,0.6161183810648095,anestesia_block3,dSW
Subject015,0.773761852125596,anestesia_block3,dSW
Subject016,0.6702801606268125,anestesia_block3,dSW
Subject017,0.8594155097088109,anestesia_block3,dSW
Subject001,0.7144623420550639,anestesia_block4,dSW
Subject002,0.876084087477096,anestesia_block4,dSW
Subject003,0.8590121769146266,anestesia_block4,dSW
Subject004,0.9690606801654532,anestesia_block4,dSW
Subject005,0.8054730890902505,anestesia_block4,dSW
Subject006,0.9140480905759892,anestesia_block4,dSW
Subject007,0.9057992349231904,anestesia_block4,dSW
Subject008,0.7519098159662527,anestesia_block4,dSW
Subject009,0.9239356434534632,anestesia_block4,dSW
Subject010,0.9404553059815712,anestesia_block4,dSW
Subject011,0.6776861678624478,anestesia_block4,dSW
Subject012,0.5664118041953264,anestesia_block4,dSW
Subject013,0.7531336423655659,anestesia_block4,dSW
Subject014,0.7100458856286199,anestesia_block4,dSW
Subject015,0.940594820308808,anestesia_block4,dSW
Subject016,0.9084391868394324,anestesia_block4,dSW
Subject017,0.3486264900804772,anestesia_block4,dSW
1,0.755332650585651,dmt_dmt,dSW
2,0.923031112258814,dmt_dmt,dSW
3,1.00330610445238,dmt_dmt,dSW
6,1.02513100164723,dmt_dmt,dSW
7,0.969032893613876,dmt_dmt,dSW
10,0.844150732267281,dmt_dmt,dSW
11,0.0,dmt_dmt,dSW
12,0.911074961640986,dmt_dmt,dSW
13,0.696641529562527,dmt_dmt,dSW
15,1.02565764210519,dmt_dmt,dSW
17,0.766646930181091,dmt_dmt,dSW
18,0.902821094250235,dmt_dmt,dSW
19,0.772423079794261,dmt_dmt,dSW
22,0.604109490008715,dmt_dmt,dSW
23,0.0,dmt_dmt,dSW
25,0.814582473822686,dmt_dmt,dSW
1,0.709685178709269,dmt_plcb,dSW
2,0.857603266541667,dmt_plcb,dSW
3,0.764020745748277,dmt_plcb,dSW
6,0.83048974641351,dmt_plcb,dSW
7,0.852984131548989,dmt_plcb,dSW
10,0.76076435742509,dmt_plcb,dSW
11,0.0,dmt_plcb,dSW
12,0.0,dmt_plcb,dSW
13,0.834116462022918,dmt_plcb,dSW
15,0.958077064556497,dmt_plcb,dSW
17,0.903795749566002,dmt_plcb,dSW
18,0.51727281921197,dmt_plcb,dSW
19,0.715020793504932,dmt_plcb,dSW
22,0.760285460248519,dmt_plcb,dSW
23,0.0,dmt_plcb,dSW
25,0.884034545227069,dmt_plcb,dSW
1,0.9841906969326636,lsd,dSW
2,0.9884367618955764,lsd,dSW
3,1.126665802274447,lsd,dSW
4,1.179141730577295,lsd,dSW
5,1.14541675202262,lsd,dSW
6,1.440488806465815,lsd,dSW
7,1.221246927745175,lsd,dSW
8,1.0483740715498384,lsd,dSW
9,1.0165646105746395,lsd,dSW
10,1.29066773372839,lsd,dSW
11,1.1013985670722,lsd,dSW
12,0.7395692242145105,lsd,dSW
13,1.37160313332442,lsd,dSW
14,1.0416396094496474,lsd,dSW
15,1.033644077814778,lsd,dSW
1,0.8629512351041015,lsd_plcb,dSW
2,1.031881717556543,lsd_plcb,dSW
3,0.79809590063003,lsd_plcb,dSW
4,0.7349822704636579,lsd_plcb,dSW
5,1.052042653730965,lsd_plcb,dSW
6,1.0864386934203625,lsd_plcb,dSW
7,1.21922789761464,lsd_plcb,dSW
8,1.0523035702689876,lsd_plcb,dSW
9,0.885504384640151,lsd_plcb,dSW
10,1.050877005765825,lsd_plcb,dSW
11,0.8808670376714796,lsd_plcb,dSW
12,1.2885995825515,lsd_plcb,dSW
13,1.51704677534166,lsd_plcb,dSW
14,0.9745901608748192,lsd_plcb,dSW
15,0.883302863801777,lsd_plcb,dSW
1,0.983378445869252,modafinil,dSW
3,0.7734881589576055,modafinil,dSW
4,0.9943211311481936,modafinil,dSW
5,0.8785932059361825,modafinil,dSW
6,1.0210746732956235,modafinil,dSW
8,1.012997102115851,modafinil,dSW
9,1.07081247836753,modafinil,dSW
12,0.4747211804690254,modafinil,dSW
13,0.7926729177628395,modafinil,dSW
17,0.830306046614631,modafinil,dSW
18,0.8675137001890245,modafinil,dSW
20,0.9965342504108664,modafinil,dSW
21,0.7342517877770045,modafinil,dSW
2,0.8050502851164736,modafinil_placebo,dSW
7,1.002583551224314,modafinil_placebo,dSW
10,0.783529610674803,modafinil_placebo,dSW
11,0.7987183207416395,modafinil_placebo,dSW
15,0.782733465210546,modafinil_placebo,dSW
16,0.819182052880479,modafinil_placebo,dSW
19,0.625310117791251,modafinil_placebo,dSW
22,0.9075182973405445,modafinil_placebo,dSW
23,0.7901538340961856,modafinil_placebo,dSW
24,0.7990109592378795,modafinil_placebo,dSW
50004,0.821779743004807,ucla_schz,dSW
50005,0.881156090826567,ucla_schz,dSW
50006,1.11861883678552,ucla_schz,dSW
50007,0.882196016629837,ucla_schz,dSW
50008,1.01076671183824,ucla_schz,dSW
50010,0.967342058894844,ucla_schz,dSW
50013,0.739768976534256,ucla_schz,dSW
50014,1.01242434838901,ucla_schz,dSW
50015,0.912147475103916,ucla_schz,dSW
50016,0.942083527682137,ucla_schz,dSW
50020,0.992673860203307,ucla_schz,dSW
50021,0.834365947970043,ucla_schz,dSW
50022,0.943671604012251,ucla_schz,dSW
50023,0.730756508142148,ucla_schz,dSW
50025,0.985054130042978,ucla_schz,dSW
50027,0.75287096287814,ucla_schz,dSW
50029,0.909406972778594,ucla_schz,dSW
50032,0.673220371373661,ucla_schz,dSW
50033,0.765311668425585,ucla_schz,dSW
50034,0.909153166102762,ucla_schz,dSW
50035,0.887563446455771,ucla_schz,dSW
50036,0.872303525580853,ucla_schz,dSW
50038,0.923151626570812,ucla_schz,dSW
50043,0.880747298297806,ucla_schz,dSW
50047,0.993666196194531,ucla_schz,dSW
50048,0.946432366870432,ucla_schz,dSW
50049,0.927169240380974,ucla_schz,dSW
50050,0.827098700306711,ucla_schz,dSW
50051,0.89630835432138,ucla_schz,dSW
50052,0.840564985216635,ucla_schz,dSW
50053,0.867510781075736,ucla_schz,dSW
50054,1.04900995403535,ucla_schz,dSW
50055,0.970895511722376,ucla_schz,dSW
50056,0.843674051837428,ucla_schz,dSW
50058,0.934786255384128,ucla_schz,dSW
50059,0.866158625871572,ucla_schz,dSW
50060,0.892010032319344,ucla_schz,dSW
50061,1.01422716323341,ucla_schz,dSW
50064,0.970635691796027,ucla_schz,dSW
50066,0.93067073881294,ucla_schz,dSW
50067,0.857775034804333,ucla_schz,dSW
50069,0.982464905978491,ucla_schz,dSW
50073,0.85671559159458,ucla_schz,dSW
50075,1.06483807319297,ucla_schz,dSW
50076,0.905293980029169,ucla_schz,dSW
50077,0.835159879276288,ucla_schz,dSW
50080,0.830135463330106,ucla_schz,dSW
50081,0.932646462265922,ucla_schz,dSW
50083,0.878355484071984,ucla_schz,dSW
50085,0.873164417825108,ucla_schz,dSW
10159,0.888679635987001,ucla_control,dSW
10171,0.797629602532171,ucla_control,dSW
10189,0.94774832962375,ucla_control,dSW
10206,0.922921476437824,ucla_control,dSW
10217,0.880791858332215,ucla_control,dSW
10225,0.9538992359839,ucla_control,dSW
10227,0.718708417886081,ucla_control,dSW
10228,0.694067567034478,ucla_control,dSW
10235,0.85313257757061,ucla_control,dSW
10249,1.23065875918504,ucla_control,dSW
10269,0.504131952120607,ucla_control,dSW
10271,0.444694480151982,ucla_control,dSW
10273,0.857491739616329,ucla_control,dSW
10274,0.800279230266524,ucla_control,dSW
10280,0.751417477313539,ucla_control,dSW
10290,0.859279957872903,ucla_control,dSW
10292,0.891088405671597,ucla_control,dSW
10304,0.809084001923589,ucla_control,dSW
10316,0.805173364231248,ucla_control,dSW
10321,0.81508997626278,ucla_control,dSW
10325,0.984216281836039,ucla_control,dSW
10329,1.19865148994806,ucla_control,dSW
10339,0.960519577144558,ucla_control,dSW
10340,1.06155357639886,ucla_control,dSW
10345,1.00308867076213,ucla_control,dSW
10347,0.979735780108865,ucla_control,dSW
10356,0.960131094439586,ucla_control,dSW
10361,0.810928228546567,ucla_control,dSW
10365,0.915791912981899,ucla_control,dSW
10376,0.411545673983789,ucla_control,dSW
10377,0.993859044915832,ucla_control,dSW
10388,0.955873478586273,ucla_control,dSW
10429,0.571480306818636,ucla_control,dSW
10438,0.642793508722276,ucla_control,dSW
10440,0.690471181243466,ucla_control,dSW
10448,0.78451006674747,ucla_control,dSW
10455,0.582383989897563,ucla_control,dSW
10460,0.769960662594677,ucla_control,dSW
10471,0.887923712758058,ucla_control,dSW
10478,0.776629483028855,ucla_control,dSW
10487,0.597892327658125,ucla_control,dSW
10492,1.12254944080763,ucla_control,dSW
10506,0.898532255355963,ucla_control,dSW
10517,0.871421768589815,ucla_control,dSW
10523,0.944660519402058,ucla_control,dSW
10524,0.702346136725512,ucla_control,dSW
10525,0.772333480971037,ucla_control,dSW
10527,1.03973577757394,ucla_control,dSW
10530,0.751576978889762,ucla_control,dSW
10785,0.858224712610961,ucla_control,dSW
